_id,url,content,source,timestamp,title
608c27642571ad3fcc780f42,https://tw.stock.yahoo.com/news/%E6%AD%90%E7%9B%9F%E5%9F%B7%E5%A7%94%E8%88%87%E6%AD%90%E6%B4%B2%E4%B8%BB%E7%AE%A1%E8%A6%96%E8%A8%8A-%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E5%B1%95%E7%8F%BE%E6%89%BF%E8%AB%BE%E5%BB%BA%E7%AB%8B%E6%BA%9D%E9%80%9A%E7%AE%A1%E9%81%93-152053641.html,（中央社記者鍾榮峰台北2021年4月30日電）歐盟主管工業和服務業的執行委員布勒東，今天與台積電 (2330) 歐洲子公司總經理默塞德視訊交換意見。對此台積電表示，這展現對歐洲地區及當地客戶的承諾，也代表台積電願意與客戶及台積電所在地的政府和監管機構建立開放溝通管道。布勒東（Thierry Breton）今天在個人推特上公布與默塞德（Maria Marced）視訊交換意見的照片，布勒東在推特上指出，為了滿足歐洲目前和未來半導體產業的需求，歐盟會透過自身的努力或選擇夥伴合作，確保半導體供應無虞。對此台積電今天晚間接受中央社記者電訪詢問表示，歐洲子公司總經理默塞德與歐盟執委布勒東的會議，展現台積公司對歐洲地區以及當地客戶的承諾。台積電指出，希望盡可能全面支持客戶，這代表台積公司始終願意與客戶及台積公司所在地的政府和監管機構，建立開放的溝通管道。布勒東個人推特也公布與美國晶片大廠英特爾（Intel）執行長季辛格（Pat Gelsinger）面對面對談後的合照。布勒東透露，歐盟要奪回全球半導體產能的領導地位，預估到2030年全球市占率要達到20%，布勒東強調透過與跨大西洋值得信任的全球夥伴緊密連結，以強化歐盟的產業地位。歐盟執行委員會知情人士日前指出，歐盟並打算拿出上百億歐元補貼，吸引外商設廠，包括美國晶片業龍頭英特爾（Intel）、台灣台積電和韓國三星（Samsung）都是歐盟招商對象。晶圓代工產能持續吃緊，第2季在電腦、網通與高效能運算需求依然熱絡，半導體業界多認為供不應求情況可能延續到明年。台積電預期未來18個月供應鏈將維持吃緊狀態，預估第2季營收將達129億美元至132億美元，將季增約1%，並續創歷史新高。,中央社,2021-04-30T15:20:53.000Z,歐盟執委與歐洲主管視訊 台積電：展現承諾建立溝通管道
608bc8522571ad3fcc16eb09,https://tw.stock.yahoo.com/news/%E7%A4%BE%E6%9C%83-%E5%8F%B0%E7%A9%8D%E6%85%88%E5%96%84%E5%9F%BA%E9%87%91%E6%9C%83-%E8%81%9A%E7%84%A6%E4%B8%89%E5%B0%88%E6%A1%88-034311101.html,"【時報-台北電】台積電慈善基金會董事長張淑芬29日說明近年來的成果，聚焦在偏鄉教育、環境保育、太魯閣號關懷專案等三個專案。其中，台鐵太魯閣號事故造成重大傷亡，張淑芬親臨現場支持及鼓勵處理太魯閣號事故的消防隊弟兄，並決定投入近9,400萬元預算，為參與搶救的警義消人員提供全新衣服，期待「把惡夢換下來、整裝再出發」。在偏鄉教育方面，台積電慈善基金會鎖定目標不只是目前常見的多元教育、學科教育，更是加上「技職教育」推廣，來擴大偏鄉孩童對於未來的想像及探索、養成謀生的能力。張淑芬表示，在偏鄉教育中最重要的，是如何讓他們在未來擁有謀生的能力。在屏東縣政府教育處大力支持下，台積電慈善基金會攜手同樣具有愛心且有職缺需要的企業，前往屏東高職學校，在過去一年的努力，「技職教育」向前邁進一大步，例如基金會與大金空調合作，投入30個小時的培訓給予佳冬高農的學生，由台積電慈善基金會支付所有的培訓費，孩子參與培訓後，就以學校的冷氣做清洗保養實習，習得技能也回饋母校的冷氣清洗作業。在環境保育方面，基金會聚焦在節能公益專案、植樹薪傳計畫、及惜食推廣專案。基金會承襲台積電對於節能減碳的理念，推出各項節能公益專案、植樹薪傳計畫等，其中太陽能與LED計畫點亮台灣部分，今年預計投入1.2億元，而基金會長期為弱勢機構進行修繕及建設太陽能板，張淑芬希望能擴大社福綠電的範圍，選定日照充足並已有豐富執行經驗的台南市開始，讓弱勢社福機構有機會建置太陽能發電，以減輕營運的壓力。(新聞來源：工商時報─記者涂志豪／台北報導)",時報資訊,2021-04-30T03:43:11.000Z,《社會》台積慈善基金會 聚焦三專案
608b46692571ad3fcc7193b4,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BBadr29%E6%97%A5%E4%B8%8B%E8%B7%8C0-56%E7%BE%8E%E5%85%83%E8%B7%8C%E5%B9%850-47-%E6%8A%98%E5%8F%B0%E8%82%A1665-77%E5%85%83-232531985.html,(中央社台北2021年 4月30日電)台積電在NYSE掛牌 ADR以119.10美元作收，下跌0.56美元，跌幅 0.47%。由於每單位台積電 ADR相當於台股 5股台積電普通股，以 4月29日新台幣匯市收盤價27.950元計算，相當台股台積電每股為665.77元。最近10個交易日行情如下：,中央社,2021-04-29T23:25:31.000Z,台積電ADR29日下跌0.56美元跌幅0.47%折台股665.77元
608bc8522571ad3fcc16eb0c,https://tw.stock.yahoo.com/news/%E6%99%BA%E8%B2%A1%E6%AC%8A%E6%88%B0%E7%B7%9A%E6%93%B4%E5%8F%8A%E7%87%9F%E6%A5%AD%E7%A7%98%E5%AF%86-%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E4%BC%81%E6%A5%AD%E8%A6%81%E5%89%B5%E6%96%B0%E7%AE%A1%E7%90%86-135540864.html,（中央社記者張建中新竹2021年4月29日電）美中貿易戰持續延燒，智慧財產權已不再僅限於商標和專利，戰線已延長至營業秘密議題。台積電 (2330) 副法務長謝福源表示，執著於過去管理專利的方式，並不符合現在全球貿易戰時代需求，企業需要創新管理模式。台灣科學園區科學工業同業公會日前舉辦創新思維的營業秘密管理與保險座談會，由公會智慧財產權暨法務委員會召集人謝福源主持。謝福源會中表示，執著於過去管理專利的方式，並不符合現在全球貿易戰的時代需求，企業需要創新的管理模式。謝福源說，發展營業秘密管理制度是保護企業自身的利益，也是負責任的公司治理態度。委員會去年曾向公會提議團購營業秘密保險案，今年將會成立公益服務小組，協助及推動園區強化營業秘密風險管理。因營業秘密訴訟複雜，不是一般公司可以處理，加上台灣以中小企業居多，在營業秘密管理或訴訟資源與經驗相對有限。謝福源認為，若保險事業與營業秘密管理或訴訟律師跨業合作，提供營業秘密的訴訟諮詢，將有助提升台灣營業秘密保護。（編輯：張良知）,中央社,2021-04-29T13:55:40.000Z,智財權戰線擴及營業秘密 台積電：企業要創新管理
608a8d412571ad3fcc9c059f,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%81%8B%E8%BC%B8%E7%AE%A1%E7%90%86%E7%99%BD%E7%9A%AE%E6%9B%B8-%E6%9C%AA%E5%90%88%E8%A6%8F%E4%BE%9B%E6%87%89%E5%95%86%E6%81%90%E6%B8%9B%E5%B0%91%E5%90%88%E4%BD%9C-102728224.html,（中央社記者張建中台北2021年4月29日電）台積電 (2330) 發布供應商運輸管理白皮書，針對車輛、駕駛人員、運輸作業管理訂定具體規範，為供應商運輸安全立下標竿，也強調未合規的供應商將減少業務合作。台積電表示，隨著產能擴張，與供應商夥伴往來密切，交通運輸需求與頻率也不斷增加。做為負責任的採購者，將確保供應商於執行承攬業務期間合法合規，強化供應鏈網絡之間的交通運輸安全。台積電資訊技術及資材暨風險管理資深副總經理林錦坤說，透過發布供應商運輸管理白皮書，台積電與供應商夥伴共同努力，積極優化運輸流程管理，強化車輛硬體安全與駕駛行為規範，提供大眾良好的用路環境。台積電指出，除制定規範，公司同時與系統商合作建置行車管理系統，利用GPS即時追蹤供應商的車輛位置與速度，並於異常狀況發生時主動通報儲運中心人員立即處理。台積電表示，行車輔助影像範圍不只符合法規要求的車前、左後、右後、車後，公司更進一步要求供應商加裝車內攝影鏡頭，透過影像雲端中心的即時觀看功能，確保駕駛員保持良好的精神狀態並合法行車，將意外發生風險降到最低。為提升業界運輸安全文化，台積電預計今年5月舉辦第一屆「供應商運輸管理論壇」，宣導白皮書規範、逐步要求供應商簽署合規聲明，未合規的供應商將減少業務合作。（編輯：張良知）,中央社,2021-04-29T10:27:28.000Z,台積電運輸管理白皮書 未合規供應商恐減少合作
608a810d2571ad3fcc7a60c5,https://tw.stock.yahoo.com/news/%E6%B4%97%E5%8E%BB%E5%A4%AA%E9%AD%AF%E9%96%A3%E8%99%9F%E6%83%A1%E5%A4%A2-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E7%82%BA600%E4%BD%8D%E6%B6%88%E9%98%B2%E5%93%A1%E6%8F%9B%E6%96%B0%E5%88%B6%E6%9C%8D-033413255.html,（中央社記者張建中台北2021年4月29日電）台鐵太魯閣號事故造成重大傷亡，台積電慈善基金會董事長張淑芬今天表示，要幫600位消防員換新制服，共1200套，幫他們「把惡夢洗下來」。張淑芬4月7日前往花蓮，支持與鼓勵處理太魯閣號事故的消防隊弟兄，因為他們的制服沾有血跡，張淑芬決定要幫各地參加事故搶救的警義消人員換新制服，每人有兩套，希望「把惡夢洗下來」。台積電慈善基金會今天召開公益記者會，張淑芬說，經統計，將為8處消防隊、600位消防員更新制服，共1200套，5月初就可以為消防員量衣服，預計5月底就可拿到新衣服。台積電指出，除台積電預計投入新台幣9400萬元預算，張淑芬也在台積電i公益募捐平台號召台積電員工響應，總計有7300名員工參與，募集約1700萬元善款。張淑芬說，很多經歷事故的人心裡會有恐懼，需要心理輔導，除政府管道外，台積電慈善基金會也有平台可以協助轉介到專業心理輔導機構。張淑芬表示，這次事故對她影響很大，自花蓮回家後唸了很多天的經，另外還有很多人默默關心那些痛苦的人。她說，希望這樣的事故不要再發生。,中央社,2021-04-29T03:34:13.000Z,洗去太魯閣號惡夢 台積電為600位消防員換新制服
608a28782571ad3fcc782795,https://tw.stock.yahoo.com/news/%E5%8D%8A%E5%B0%8E%E9%AB%94-%E8%98%8B%E6%9E%9C%E5%A0%B1%E5%96%9C-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E7%A9%A9%E6%8F%9A-031736928.html,【時報記者沈培華台北報導】蘋果公司(Apple Inc.)財報優於預期，蘋果供應鏈的台積電(2330)今早股價穩步上漲，盤中最高漲7元至609元，也帶動台股漲勢。惟台積電盤中漲幅縮減，一度僅小漲1元為603元。台積電ADR周三收低1.33%，但台積電今早開高走高，28日，外資法人反手賣超2844張，中止先前四天共計買超30589張。台積公司主要供應蘋果高階製程，台積公司本季展望持續樂觀，營收可望再創新高；台積電持續看好第二季需求，預估營收在129~132億美元之間，比第一季的129.2億美元大約持平至季增2.17%，平均增幅約為1%。預期今年美元營收可望成長20%，優於先前預估的大約15%。台積公司並重申未來五年的業績年複合成長率在10~15%。此外，台積公司2021年的資本支出預估約為300億美元，比先前預估的250～280億美元新高，再上修約一成。蘋果於美國股市週三(4月28日)盤後公布2021年度第2季(截至2021年3月27日為止)財報：營收年增54%至895.84億美元、創歷年同期最高；毛利率自一年前的38.4%升至42.5%，營益年增114%至275.03億美元，每股稀釋盈餘年增119%至1.40美元，大幅優於分析師預期。蘋果執行長提姆庫克(Tim Cook)指出，晶片供給問題並未對蘋果財報成績產生顯著影響。報導指出，iPhone當季銷售額較市場預期高出65億美元、麥金塔電腦(Mac)銷售額較市場共識值高出三分之一。惟晶片短缺問題持續延燒，蘋果執行長庫克透露，先進製程晶片目前問題不大，主要議題其實環繞在傳統製程，主要會影響Mac及iPad生產線。,時報資訊,2021-04-29T03:17:36.000Z,《半導體》蘋果報喜 台積電穩揚
608a15bb2571ad3fcc268715,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BBadr28%E6%97%A5%E4%B8%8B%E8%B7%8C1-61%E7%BE%8E%E5%85%83%E8%B7%8C%E5%B9%851-33-%E6%8A%98%E5%8F%B0%E8%82%A1668-61%E5%85%83-014007678.html,(中央社台北2021年 4月29日電)台積電在NYSE掛牌 ADR以119.66美元作收，下跌1.61美元，跌幅 1.33%。由於每單位台積電 ADR相當於台股 5股台積電普通股，以 4月28日新台幣匯市收盤價27.938元計算，相當台股台積電每股為668.61元。最近10個交易日行情如下：,中央社,2021-04-29T01:40:07.000Z,台積電ADR28日下跌1.61美元跌幅1.33%折台股668.61元
6089f7432571ad3fcc9c1b5c,https://tw.stock.yahoo.com/news/%E7%94%A2%E6%A5%AD-%E6%99%82%E4%BB%A3%E9%9B%9C%E8%AA%8C%E8%A9%95%E9%81%B8-2021%E7%99%BE%E5%A4%A7%E6%9C%80%E5%85%B7%E5%BD%B1%E9%9F%BF%E5%8A%9B%E4%BC%81%E6%A5%AD-%E5%8F%B0%E7%A9%8D%E5%85%A5%E6%A6%9C-235009068.html,【時報-台北電】美國「時代」雜誌近日首度評選2021年全球100大最具影響力的企業，在五大評選類別中，台灣「護國神山」台積電入選為行業「巨頭（Titans）」，是榜單中唯一入選的台灣企業。同被時代雜誌評為行業巨頭的還有大陸互聯網巨頭阿里巴巴和騰訊、韓國的三星，以及美國的通用汽車、臉書、微軟、亞馬遜、谷歌、迪士尼等。時代雜誌形容騰訊是亞洲最有價值的公司。根據榜單，時代雜誌將全球具影響力企業分為五大類別，除了Titans以外，還包括Pioneers（先驅者）、 Leaders（領導者）、Innovators（創新者）和Disruptors（顛覆者）。時代雜誌對台積電的評價為：「生產連接我們的晶片（Producing the chips that connect us）」。報導指出，台積電是全球領先的晶片供應商，為蘋果、華為和SONY和更多企業生產筆電、智慧手機和其他無數的設備。此外，電子遊戲、線上串流媒體和5G的發展，更取決於台積電晶片的連接性和處理速度。報導指出，尤其自美國川普政府限制美國公司向中國最大的晶片製造商出售技術之後，市場對台積電晶片的需求因此激增，其服務變得比以往任何時候都更加重要。根據台積電財報，2020年第四季的淨收入達50.1億美元，較上年同期大增23％。台積電創辦人張忠謀上週出席活動發表演講時細數台積電一路走來的經歷，強調1980年代起半導體應用快速擴展，成為他在1985年籌備創立台積電的契機。他回顧創立台積電之時曾找英特爾投資，但當時英特爾看不起晶圓代工而拒絕，30多年後風水輪流轉，台積電在2020年已超越英特爾成為全球最高市值的半導體公司，而英特爾近期則宣布要做晶圓代工。至於「領導者」榜單中，包括蘋果、Twitter、美國職籃NBA、萬事達卡等。另外，華為、滴滴出行，以及穆斯克創辦的特斯拉、SpaceX，共享民宿平台Airbnb等則入選了「顛覆者」榜單。字節跳動旗下的TikTok、比亞迪等，則入圍「創新者」榜單。（新聞來源：工商時報─記者黃欣／綜合報導）,時報資訊,2021-04-28T23:50:09.000Z,《產業》時代雜誌評選！2021百大最具影響力企業 台積入榜
60892fb22571ad3fcc747351,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E7%94%A2%E6%A5%AD-%E5%8F%B0%E7%A9%8D%E7%99%BB%E5%8D%97%E4%BA%AC%E6%93%B4%E7%94%A228%E5%A5%88%E7%B1%B3%E8%8A%AF%E7%89%87-%E5%9C%8B%E5%8F%B0%E8%BE%A6-%E7%A7%91%E5%AD%B8%E8%A9%95%E4%BC%B0-%E4%BE%9D%E6%B3%95%E8%BE%A6%E7%90%86-025431532.html,【時報-台北電】對於台積電宣布要在南京擴產28奈米芯片全球製程產能帶，內地市場有傳出部分雜音，認為有可能對中芯國際產生排擠競爭效應。此前，中芯國際也宣布將在深圳合作擴產28奈米芯片製程。對此，國台辦發言人馬曉光表示，關於台企在陸投資，都有完善的法規及管制，對於個別的具體方案，將有相關部門採取科學評估，並依法辦理。(編輯整理：廖小蕎),時報資訊,2021-04-28T02:54:31.000Z,《大陸產業》台積登南京擴產28奈米芯片 國台辦：科學評估、依法辦理
