PublishDate,Score
2018-03-11,12
2018-03-12,131
2018-03-13,77
2018-03-14,71
2018-03-15,25
2018-03-16,31
2018-03-19,59
2018-03-20,52
2018-03-21,34
2018-03-22,41
2018-03-23,-28
2018-03-26,55
2018-03-27,155
2018-03-28,12
2018-03-29,26
2018-03-30,204
2018-03-31,54
2018-04-02,66
2018-04-03,10
2018-04-04,16
2018-04-08,24
2018-04-09,36
2018-04-10,118
2018-04-11,50
2018-04-12,1
2018-04-13,40
2018-04-14,18
2018-04-16,86
2018-04-17,29
2018-04-18,72
2018-04-19,52
2018-04-20,-22
2018-04-21,1
2018-04-23,24
2018-04-24,16
2018-04-25,-14
2018-04-26,29
2018-04-27,86
2018-05-02,138
2018-05-03,-10
2018-05-04,134
2018-05-07,88
2018-05-08,101
2018-05-09,53
2018-05-10,90
2018-05-11,60
2018-05-14,75
2018-05-15,72
2018-05-16,83
2018-05-17,58
2018-05-18,24
2018-05-21,123
2018-05-22,167
2018-05-23,20
2018-05-24,75
2018-05-25,18
2018-05-26,1
2018-05-28,26
2018-05-29,8
2018-05-30,-10
2018-05-31,28
2018-06-01,136
2018-06-03,40
2018-06-04,386
2018-06-05,72
2018-06-06,188
2018-06-07,56
2018-06-08,36
2018-06-11,62
2018-06-12,87
2018-06-13,73
2018-06-14,12
2018-06-15,60
2018-06-18,8
2018-06-19,-8
2018-06-20,14
2018-06-21,53
2018-06-22,13
2018-06-23,1
2018-06-24,-1
2018-06-25,5
2018-06-26,-21
2018-06-27,3
2018-06-28,26
2018-06-29,190
2018-06-30,28
2018-07-02,136
2018-07-03,118
2018-07-04,14
2018-07-05,20
2018-07-13,64
2018-07-14,72
2018-07-15,27
2018-07-16,97
2018-07-17,2
2018-07-18,81
2018-07-19,83
2018-07-20,225
2018-07-21,54
2018-07-22,28
2018-07-23,142
2018-07-24,100
2018-07-25,36
2018-07-26,93
2018-07-27,86
2018-07-30,90
2018-07-31,88
2018-08-01,290
2018-08-02,24
2018-08-03,180
2018-08-04,30
2018-08-05,42
2018-08-06,22
2018-08-07,45
2018-08-08,110
2018-08-09,38
2018-08-10,40
2018-08-11,38
2018-08-13,-7
2018-08-14,49
2018-08-15,55
2018-08-16,11
2018-08-17,6
2018-08-20,30
2018-08-21,84
2018-08-22,37
2018-08-23,80
2018-08-24,34
2018-08-27,92
2018-08-28,178
2018-08-29,197
2018-08-30,175
2018-08-31,146
2018-09-01,108
2018-09-02,42
2018-09-03,68
2018-09-04,116
2018-09-05,139
2018-09-06,53
2018-09-07,7
2018-09-09,27
2018-09-10,64
2018-09-11,45
2018-09-12,29
2018-09-13,30
2018-09-14,65
2018-09-16,20
2018-09-17,14
2018-09-18,-31
2018-09-19,108
2018-09-20,32
2018-09-21,81
2018-09-25,29
2018-09-26,56
2018-09-27,146
2018-09-28,56
2018-10-01,100
2018-10-02,94
2018-10-03,2
2018-10-04,65
2018-10-05,-40
2018-10-07,9
2018-10-08,15
2018-10-09,45
2018-10-10,46
2018-10-11,-17
2018-10-12,87
2018-10-15,83
2018-10-16,91
2018-10-17,127
2018-10-18,112
2018-10-19,96
2018-10-20,36
2018-10-21,55
2018-10-22,43
2018-10-23,6
2018-10-24,10
2018-10-25,-36
2018-10-26,12
2018-10-28,10
2018-10-29,29
2018-10-30,81
2018-10-31,484
2018-11-01,174
2018-11-02,108
2018-11-03,30
2018-11-05,30
2018-11-06,36
2018-11-07,67
2018-11-08,66
2018-11-09,23
2018-11-10,35
2018-11-12,137
2018-11-13,47
2018-11-14,31
2018-11-15,9
2018-11-16,23
2018-11-18,-1
2018-11-19,62
2018-11-20,-9
2018-11-21,65
2018-11-22,21
2018-11-23,57
2018-11-26,121
2018-11-27,42
2018-11-28,87
2018-11-29,142
2018-11-30,76
2018-12-01,32
2018-12-03,334
2018-12-04,124
2018-12-05,-20
2018-12-06,57
2018-12-07,98
2018-12-10,11
2018-12-11,84
2018-12-12,74
2018-12-13,68
2018-12-14,-2
2018-12-15,13
2018-12-16,-11
2018-12-17,23
2018-12-18,4
2018-12-19,93
2018-12-20,30
2018-12-21,40
2018-12-22,-9
2018-12-24,22
2018-12-25,6
2018-12-26,-1
2018-12-27,207
2018-12-28,90
2018-12-29,2
2019-01-01,86
2019-01-02,12
2019-01-03,42
2019-01-04,-150
2019-01-06,-1
2019-01-07,111
2019-01-08,66
2019-01-09,148
2019-01-10,59
2019-01-11,74
2019-01-12,-1
2019-01-13,50
2019-01-14,117
2019-01-15,82
2019-01-16,9
2019-01-17,77
2019-01-18,99
2019-01-19,2
2019-01-20,28
2019-01-21,143
2019-01-22,51
2019-01-23,-14
2019-01-24,71
2019-01-25,137
2019-01-26,28
2019-01-28,184
2019-01-29,16
2019-01-30,34
2019-02-10,7
2019-02-11,275
2019-02-12,97
2019-02-13,165
2019-02-14,46
2019-02-15,40
2019-02-16,5
2019-02-18,205
2019-02-19,184
2019-02-20,267
2019-02-21,116
2019-02-22,93
2019-02-23,30
2019-02-24,39
2019-02-25,213
2019-02-26,139
2019-02-27,140
2019-03-03,38
2019-03-04,116
2019-03-05,21
2019-03-06,66
2019-03-07,28
2019-03-08,-11
2019-03-09,-6
2019-03-11,49
2019-03-12,136
2019-03-13,78
2019-03-14,48
2019-03-15,26
2019-03-18,133
2019-03-19,97
2019-03-20,85
2019-03-21,77
2019-03-22,79
2019-03-23,8
2019-03-24,1
2019-03-25,68
2019-03-26,89
2019-03-27,48
2019-03-28,10
2019-03-29,126
2019-03-31,144
2019-04-01,218
2019-04-02,254
2019-04-03,168
2019-04-04,26
2019-04-05,17
2019-04-06,6
2019-04-07,38
2019-04-08,150
2019-04-09,35
2019-04-10,89
2019-04-11,45
2019-04-12,20
2019-04-14,18
2019-04-15,136
2019-04-16,129
2019-04-17,281
2019-04-18,93
2019-04-19,114
2019-04-20,51
2019-04-21,73
2019-04-22,106
2019-04-23,177
2019-04-24,266
2019-04-25,134
2019-04-26,19
2019-04-27,5
2019-04-29,102
2019-04-30,198
2019-05-02,266
2019-05-03,182
2019-05-04,58
2019-05-06,80
2019-05-07,173
2019-05-08,1
2019-05-09,54
2019-05-10,37
2019-05-11,15
2019-05-13,68
2019-05-14,60
2019-05-15,135
2019-05-16,12
2019-05-17,-29
2019-05-18,16
2019-05-20,56
2019-05-21,83
2019-05-22,163
2019-05-23,-6
2019-05-24,35
2019-05-25,20
2019-05-26,13
2019-05-27,15
2019-05-28,35
2019-05-29,13
2019-05-30,38
2019-05-31,164
2019-06-01,30
2019-06-02,0
2019-06-03,244
2019-06-04,24
2019-06-05,70
2019-06-06,-5
2019-06-07,1
2019-06-08,4
2019-06-09,11
2019-06-10,133
2019-06-11,214
2019-06-12,102
2019-06-13,93
2019-06-14,7
2019-06-16,4
2019-06-17,112
2019-06-18,56
2019-06-19,194
2019-06-20,59
2019-06-21,79
2019-06-22,21
2019-06-23,19
2019-06-24,87
2019-06-25,55
2019-06-26,-32
2019-06-27,184
2019-06-28,10
2019-06-29,8
2019-07-01,298
2019-07-02,192
2019-07-03,-28
2019-07-04,113
2019-07-05,21
2019-07-07,18
2019-07-08,129
2019-07-09,-35
2019-07-10,188
2019-07-11,234
2019-07-12,113
2019-07-13,6
2019-07-14,68
2019-07-15,126
2019-07-16,85
2019-07-17,-2
2019-07-18,101
2019-07-19,217
2019-07-20,124
2019-07-21,37
2019-07-22,299
2019-07-23,181
2019-07-24,183
2019-07-25,15
2019-07-26,71
2019-07-29,153
2019-07-30,104
2019-08-01,80
2019-08-02,-86
2019-08-04,15
2019-08-05,-9
2019-08-06,95
2019-08-07,82
2019-08-08,96
2019-08-12,86
2019-08-13,-24
2019-08-14,135
2019-08-15,5
2019-08-16,87
2019-08-18,11
2019-08-19,59
2019-08-20,151
2019-08-21,36
2019-08-22,105
2019-08-23,128
2019-08-24,5
2019-08-26,0
2019-08-27,149
2019-08-28,172
2019-08-29,130
2019-08-30,360
2019-08-31,48
2019-09-01,112
2019-09-02,296
2019-09-03,182
2019-09-04,182
2019-09-05,134
2019-09-06,81
2019-09-07,8
2019-09-09,149
2019-09-10,94
2019-09-11,250
2019-09-12,70
2019-09-13,13
2019-09-15,12
2019-09-16,43
2019-09-17,106
2019-09-18,296
2019-09-19,241
2019-09-20,172
2019-09-21,32
2019-09-22,8
2019-09-23,239
2019-09-24,87
2019-09-25,89
2019-09-26,165
2019-09-27,196
2019-09-28,124
2019-09-29,84
2019-09-30,0
2019-10-01,512
2019-10-02,636
2019-10-03,328
2019-10-04,364
2019-10-05,60
2019-10-07,239
2019-10-08,261
2019-10-09,115
2019-10-13,76
2019-10-14,344
2019-10-15,316
2019-10-16,397
2019-10-17,244
2019-10-18,193
2019-10-20,19
2019-10-21,252
2019-10-22,436
2019-10-23,224
2019-10-24,216
2019-10-25,162
2019-10-26,63
2019-10-27,35
2019-10-28,316
2019-10-29,280
2019-10-30,183
2019-10-31,232
2019-11-01,392
2019-11-02,260
2019-11-03,16
2019-11-04,650
2019-11-05,417
2019-11-06,375
2019-11-07,143
2019-11-08,147
2019-11-09,39
2019-11-10,20
2019-11-11,80
2019-11-12,256
2019-11-13,75
2019-11-14,88
2019-11-15,162
2019-11-18,308
2019-11-19,373
2019-11-20,169
2019-11-21,132
2019-11-22,229
2019-11-23,45
2019-11-24,9
2019-11-25,156
2019-11-26,218
2019-11-27,206
2019-11-28,184
2019-11-29,120
2019-12-02,308
2019-12-03,130
2019-12-04,150
2019-12-05,198
2019-12-06,249
2019-12-07,39
2019-12-09,327
2019-12-10,158
2019-12-11,349
2019-12-12,268
2019-12-13,407
2019-12-14,15
2019-12-15,73
2019-12-16,270
2019-12-17,341
2019-12-18,204
2019-12-19,158
2019-12-20,87
2019-12-22,39
2019-12-23,260
2019-12-24,166
2019-12-25,156
2019-12-26,53
2019-12-27,163
2019-12-28,16
2019-12-29,34
2019-12-30,123
2019-12-31,200
2020-01-01,106
2020-01-02,660
2020-01-03,382
2020-01-06,159
2020-01-07,88
2020-01-08,90
2020-01-09,272
2020-01-10,176
2020-01-11,114
2020-01-12,35
2020-01-13,213
2020-01-14,307
2020-01-15,107
2020-01-16,176
2020-01-17,209
2020-01-18,94
2020-01-20,279
2020-01-21,10
2020-01-22,27
2020-01-25,31
2020-01-29,27
2020-01-30,44
2020-01-31,176
2020-02-01,14
2020-02-03,32
2020-02-04,528
2020-02-05,209
2020-02-06,187
2020-02-07,28
2020-02-10,143
2020-02-11,205
2020-02-12,340
2020-02-13,166
2020-02-14,97
2020-02-15,38
2020-02-17,114
2020-02-18,-47
2020-02-19,220
2020-02-20,154
2020-02-21,88
2020-02-22,18
2020-02-24,75
2020-02-25,80
2020-02-26,-18
2020-02-27,-12
2020-02-28,18
2020-03-01,28
2020-03-02,272
2020-03-03,396
2020-03-04,288
2020-03-05,178
2020-03-06,14
2020-03-07,27
2020-03-09,40
2020-03-10,140
2020-03-11,75
2020-03-12,9
2020-03-13,5
2020-03-16,-23
2020-03-17,35
2020-03-18,-4
2020-03-19,-20
2020-03-20,55
2020-03-23,39
2020-03-24,186
2020-03-25,286
2020-03-26,59
2020-03-27,75
2020-03-30,97
2020-03-31,222
2020-04-01,56
2020-04-04,4
2020-04-06,59
2020-04-07,131
2020-04-08,79
2020-04-09,20
2020-04-10,117
2020-04-11,49
2020-04-12,36
2020-04-13,72
2020-04-14,158
2020-04-15,130
2020-04-16,125
2020-04-17,242
2020-04-18,57
2020-04-19,53
2020-04-20,107
2020-04-21,87
2020-04-22,50
2020-04-23,82
2020-04-24,67
2020-04-25,55
2020-04-26,31
2020-04-27,119
2020-04-28,45
2020-04-29,146
2020-04-30,104
2020-05-01,16
2020-05-04,38
2020-05-05,11
2020-05-06,37
2020-05-07,11
2020-05-08,78
2020-05-10,28
2020-05-11,80
2020-05-12,42
2020-05-13,44
2020-05-14,14
2020-05-15,88
2020-05-16,6
2020-05-17,8
2020-05-18,15
2020-05-19,25
2020-05-20,64
2020-05-21,29
2020-05-22,21
2020-05-24,0
2020-05-25,50
2020-05-26,74
2020-05-27,104
2020-05-28,59
2020-05-29,72
2020-05-31,80
2020-06-01,92
2020-06-02,156
2020-06-03,146
2020-06-04,136
2020-06-05,24
2020-06-07,11
2020-06-08,139
2020-06-09,108
2020-06-10,134
2020-06-11,65
2020-06-12,30
2020-06-13,30
2020-06-14,74
2020-06-15,76
2020-06-18,16
2020-06-29,2
2020-06-30,6
2020-07-08,18
2020-07-09,5
2020-07-10,22
2020-07-13,10
2020-07-14,34
2020-07-15,19
2020-07-16,33
2020-07-17,14
2020-07-28,3
2020-07-29,94
2020-07-30,48
2020-07-31,52
2020-08-01,-6
2020-08-02,118
2020-08-03,24
2020-08-04,84
2020-08-05,78
2020-08-06,120
2020-08-07,-6
2020-08-08,-2
2020-08-09,101
2020-08-10,70
2020-08-11,25
2020-08-12,42
2020-08-13,-3
2020-08-15,42
2020-08-16,10
2020-08-17,14
2020-08-18,31
2020-08-19,30
2020-08-20,21
2020-08-21,17
2020-08-22,28
2020-08-23,72
2020-08-24,141
2020-08-25,135
2020-08-26,239
2020-08-27,74
2020-08-28,56
2020-08-29,-6
2020-08-30,34
2020-08-31,128
2020-09-01,24
2020-09-02,22
2020-09-03,-6
2020-09-04,18
2020-09-05,-3
2020-09-06,73
2020-09-07,44
2020-09-08,11
2020-09-09,5
2020-09-10,127
2020-09-11,-6
2020-09-12,8
2020-09-13,11
2020-09-14,72
2020-09-15,36
2020-09-16,127
2020-09-17,54
2020-09-18,-3
2020-09-19,2
2020-09-20,35
2020-09-21,32
2020-09-22,9
2020-09-23,67
2020-09-24,-15
2020-09-25,45
2020-09-26,-6
2020-09-27,16
2020-09-28,22
2020-09-29,124
2020-09-30,42
2020-10-01,-12
2020-10-03,52
2020-10-04,2
2020-10-05,42
2020-10-06,11
2020-10-07,99
2020-10-08,224
2020-10-09,5
2020-10-10,63
2020-10-12,227
2020-10-13,129
2020-10-14,53
2020-10-15,158
2020-10-16,128
2020-10-17,14
2020-10-18,28
2020-10-19,62
2020-10-20,79
2020-10-21,0
2020-10-22,28
2020-10-23,31
2020-10-25,14
2020-10-26,38
2020-10-27,46
2020-10-28,48
2020-10-29,-4
2020-10-30,20
2020-10-31,36
2020-11-02,18
2020-11-03,164
2020-11-04,44
2020-11-05,18
2020-11-06,58
2020-11-09,82
2020-11-10,37
2020-11-11,90
2020-11-12,1
2020-11-13,37
2020-11-15,37
2020-11-16,121
2020-11-18,17
2020-11-19,30
2020-11-20,25
2020-11-21,10
2020-11-22,10
2020-11-23,82
2020-11-24,82
2020-11-25,31
2020-11-26,13
2020-11-27,52
2020-11-28,-6
2020-11-29,98
2020-11-30,180
2020-12-01,2
2020-12-02,184
2020-12-03,22
2020-12-04,227
2020-12-05,1
2020-12-07,170
2020-12-08,178
2020-12-09,56
2020-12-10,113
2020-12-11,3
2020-12-13,24
2020-12-14,17
2020-12-15,91
2020-12-16,94
2020-12-17,67
2020-12-18,11
2020-12-19,2
2020-12-21,23
2020-12-22,13
2020-12-23,28
2020-12-24,10
2020-12-25,31
2020-12-27,97
2020-12-28,32
2020-12-29,63
2020-12-30,30
2020-12-31,366
2021-01-01,56
2021-01-03,98
2021-01-04,351
2021-01-05,252
2021-01-06,92
2021-01-07,138
2021-01-08,185
2021-01-09,29
2021-01-10,24
2021-01-11,148
2021-01-12,141
2021-01-13,193
2021-01-14,267
2021-01-15,161
2021-01-16,89
2021-01-18,169
2021-01-19,248
2021-01-20,28
2021-01-21,177
2021-01-22,41
2021-01-23,16
2021-01-24,40
2021-01-25,168
2021-01-26,31
2021-01-27,29
2021-01-28,35
2021-01-29,56
2021-01-30,8
2021-01-31,18
2021-02-01,46
2021-02-02,232
2021-02-03,88
2021-02-04,24
2021-02-05,41
2021-02-06,-3
2021-02-07,16
2021-02-09,71
2021-02-10,2
2021-02-11,6
2021-02-12,1
2021-02-13,-3
2021-02-16,74
2021-02-17,96
2021-02-18,52
2021-02-19,12
2021-02-20,2
2021-02-21,74
2021-02-22,27
2021-02-23,2
2021-02-24,36
2021-02-25,26
2021-02-26,8
2021-02-27,46
2021-03-01,90
2021-03-02,64
2021-03-03,-6
2021-03-04,89
2021-03-05,21
2021-03-06,13
2021-03-07,63
2021-03-08,21
2021-03-09,8
2021-03-10,157
2021-03-11,23
2021-03-12,54
2021-03-13,24
2021-03-14,22
2021-03-15,63
2021-03-16,29
2021-03-17,110
2021-03-18,5
2021-03-19,-6
2021-03-20,11
2021-03-21,14
2021-03-22,4
2021-03-23,3
2021-03-24,40
2021-03-25,-2
2021-03-26,78
2021-03-27,17
2021-03-28,40
2021-03-29,12
2021-03-30,30
2021-03-31,150
2021-04-01,130
2021-04-02,94
2021-04-03,90
2021-04-05,38
2021-04-06,116
2021-04-07,17
2021-04-08,39
2021-04-09,63
2021-04-10,32
2021-04-11,54
2021-04-12,36
2021-04-13,42
2021-04-14,0
2021-04-15,276
2021-04-16,123
2021-04-17,42
2021-04-18,11
2021-04-19,34
2021-04-20,55
2021-04-21,115
2021-04-22,40
2021-04-23,36
2021-04-24,36
2021-04-25,9
2021-04-26,12
2021-04-27,23
2021-04-28,8
2021-04-29,20
2021-04-30,12
2021-05-01,20
2021-05-02,26
2021-05-03,32
2021-05-04,45
2021-05-05,50
2021-05-06,14
2021-05-07,38
2021-05-10,35
2021-05-11,35
2021-05-12,3
2021-05-13,12
2021-05-14,17
2021-05-15,1
2021-05-16,2
2021-05-17,6
2021-05-18,58
2021-05-19,4
2021-05-20,11
2021-05-21,2
2021-05-22,6
2021-05-23,7
2021-05-24,14
2021-05-25,49
2021-05-26,12
2021-05-27,12
2021-05-28,32
2021-05-29,30
2021-05-30,58
2021-05-31,154
2021-06-01,38
2021-06-02,454
2021-06-03,154
2021-06-04,1
2021-06-06,2
2021-06-07,1
2021-06-08,3
2021-06-09,27
2021-06-10,169
2021-06-11,70
2021-06-12,1
2021-06-13,15
2021-06-14,9
2021-06-15,28
2021-06-16,-3
2021-06-17,41
2021-06-18,22
2021-06-19,26
2021-06-20,-2
2021-06-21,40
2021-06-22,53
2021-06-23,20
2021-06-24,-2
2021-06-25,-3
2021-06-26,7
2021-06-28,8
2021-06-29,2
2021-06-30,114
2021-07-01,138
2021-07-02,2
2021-07-03,18
2021-07-04,2
2021-07-06,7
2021-07-07,-3
2021-07-08,-2
2021-07-09,75
2021-07-10,1
2021-07-11,79
2021-07-12,56
2021-07-13,67
2021-07-14,134
2021-07-15,108
2021-07-16,57
2021-07-17,22
2021-07-18,6
2021-07-19,23
2021-07-20,7
2021-07-21,38
2021-07-22,31
2021-07-23,0
2021-07-24,1
2021-07-25,30
2021-07-26,111
2021-07-27,27
2021-07-28,80
2021-07-29,4
2021-07-30,-4
2021-07-31,56
2021-08-01,50
2021-08-02,202
2021-08-03,64
2021-08-04,5
2021-08-05,33
2021-08-06,7
2021-08-07,-3
2021-08-08,16
2021-08-10,149
2021-08-11,33
2021-08-12,0
2021-08-13,1
2021-08-14,-3
2021-08-16,42
2021-08-17,9
2021-08-18,42
2021-08-19,8
2021-08-20,85
2021-08-21,3
2021-08-23,27
2021-08-24,24
2021-08-25,109
2021-08-26,122
2021-08-27,105
2021-08-28,50
2021-08-29,32
2021-08-30,96
2021-08-31,186
2021-09-01,144
2021-09-02,218
2021-09-03,78
2021-09-04,138
2021-09-05,31
2021-09-06,68
2021-09-07,38
2021-09-08,46
2021-09-09,35
2021-09-10,137
2021-09-11,13
2021-09-12,10
2021-09-13,36
2021-09-14,2
2021-09-15,18
2021-09-16,63
2021-09-17,55
2021-09-19,32
2021-09-22,56
2021-09-23,74
2021-09-24,14
2021-09-27,32
2021-10-04,10
2021-10-05,3
2021-10-06,51
2021-10-07,42
2021-10-08,12
2021-10-09,4
2021-10-12,29
2021-10-13,42
2021-10-14,239
2021-10-15,208
2021-10-16,173
2021-10-17,9
2021-10-18,108
2021-10-19,51
2021-10-20,41
2021-10-21,19
2021-10-22,4
2021-10-23,0
2021-10-24,29
2021-10-25,14
2021-10-26,21
2021-10-27,90
2021-10-28,104
2021-10-29,142
2021-10-30,24
2021-11-01,58
2021-11-02,140
2021-11-03,54
2021-11-04,95
2021-11-05,29
2021-11-06,1
2021-11-07,2
2021-11-08,57
2021-11-09,48
2021-11-10,147
2021-11-11,73
2021-11-12,79
2021-11-13,52
2021-11-14,4
2021-11-15,3
2021-11-16,44
2021-11-17,1
2021-11-18,27
2021-11-19,45
2021-11-20,2
2021-11-21,25
2021-11-22,27
2021-11-23,78
2021-11-24,40
2021-11-25,41
2021-11-26,31
2021-11-27,19
2021-11-29,-9
2021-11-30,248
2021-12-01,86
2021-12-02,166
2021-12-03,224
2021-12-04,74
2021-12-05,32
2021-12-06,52
2021-12-07,13
2021-12-08,30
2021-12-09,41
2021-12-10,88
2021-12-11,91
2021-12-12,100
2021-12-13,78
2021-12-14,112
2021-12-15,35
2021-12-16,69
2021-12-17,5
2021-12-18,-3
2021-12-19,7
2021-12-20,43
2021-12-21,25
2021-12-22,32
2021-12-23,116
2021-12-24,33
2021-12-25,16
2021-12-26,86
2021-12-27,88
2021-12-28,113
2021-12-29,62
2021-12-30,42
2021-12-31,53
