PublishDate,Sentence,Score
2017-02-02T08:34:00.000Z,證交所重大訊息公告(2330)台積電-本公司代子公司 TSMC Global Ltd. 公告取得MSFT及ATT 之普通公司債1.證券名稱:MSFT及ATT之普通公司債。,1
2017-02-02T03:49:00.000Z,證交所重大訊息公告(2330)台積電-本公司代子公司 TSMC Global Ltd. 公告處分 SYY之普通公司債1.證券名稱:SYY之普通公司債。,1
2017-02-02T08:34:00.000Z,證交所重大訊息公告(2330)台積電-本公司代子公司 TSMC Global Ltd. 公告取得MSFT及ATT 之普通公司債1.證券名稱:MSFT及ATT之普通公司債。,1
2017-02-02T03:49:00.000Z,證交所重大訊息公告(2330)台積電-本公司代子公司 TSMC Global Ltd. 公告處分 SYY之普通公司債1.證券名稱:SYY之普通公司債。,1
2017-02-05T01:44:00.000Z,晶圓代工廠台積電 (2330) 、聯電 (2303) 、動態隨機存取記憶體廠南亞科 (2408) 、微控制器廠盛群 (6202) 與手機晶片廠聯發科 (2454) 法說會已陸續趕在農曆年前舉行，其餘多數半導體廠則選擇在農曆年後召開法說會。,1
2017-02-08T11:42:00.000Z,盤面上，(2317)鴻海傳競標東芝晶片事業，(2317)鴻海今收漲 1.99%，收在 87.5 元，今年以來鴻家軍表現亮眼，包括 (6451) 訊芯、(6456)業成、(6414)樺漢、(5243)乙盛、(2328)廣宇等仍相對走強；半導體龍頭 (2330) 台積電專利申請榮登寶座，但 (2330) 台積電今修正小跌，收在 183.5 元；今年以來矽晶圓供貨吃緊，出現 8 年以來首度漲價情況，相關類股包括 (6488) 環球晶、(6182)合晶、(3016)嘉晶等近期皆保持強勢。,5
2017-02-08T02:11:00.000Z,"MoneyDJ新聞 2017-02-08 10:11:19 記者 蔡承啟 報導全球再生晶圓大廠RS Technologies 7日於日股盤後發布新聞稿宣布，因台灣子公司「RSTEC Semiconductor Taiwan Co., LTD.(艾爾斯半導體股份有限公司、見附圖)」台南工廠以及日本三本木工廠稼動率(產能利用率)走升，加上受惠日圓走貶，故2016年度(2016年1-12月)合併營收目標自原先預估的77.4億日圓上修至88.49億日圓(將年增60%)、合併營益目標自15.31億日圓上修至15.57億日圓(將年增44%)、合併純益目標也自7.42億日圓上修至8.69億日圓(將年增186%)。",1
2017-02-08T02:11:00.000Z,根據RS去年11月14日公布的財報資料顯示，2016年1-9月期間RS晶圓事業營收為46.8億日圓、營益為9.54億日圓。,0
2017-02-08T02:11:00.000Z,RS當時指出，台灣台南工廠稼動率已超過80%，在全球12吋再生晶圓市場上，台南工廠和三本木工廠的合計市佔率超過30%。,-1
2017-02-08T02:11:00.000Z,所謂的再生晶圓並非製作IC時不良品之再生，而是在半導體IC製造過程中，將使用於製程監控(Monitor wafer)及檔片(Dummy wafer)用之晶圓，回收加工再使用，其目的在於降低Test wafer及Dummy wafer之成本。,-3
2017-02-09T06:28:00.000Z,  英特爾的新晶圓廠Fab 42廠已於2011年動工，歐巴馬2012年執政時就已造訪過工地，當時投資額為50億美元。,1
2017-02-09T06:28:00.000Z,  英特爾雖去年底就將開始導入7奈米晶圓製程，但只會少批量試作樣本，藉以瞭解製程瓶頸，並作為改進良率的依據。,2
2017-02-09T03:15:00.000Z,晶圓代工龍頭台積電 (2330) 董事長張忠謀昨天（8日）是農曆年後第一天進公司上班，並主持例行會議。,0
2017-02-10T09:39:00.000Z,（中央社記者張建中新竹2017年2月10日電）晶圓代工廠台積電 (2330) 取得蘋果(Apple)公司債，總金額1140萬美元，台積電表示，主要是固定收益投資。,2
2017-02-10T08:26:00.000Z,"證交所重大訊息公告(2330)台積電-本公司代子公司 TSMC Global Ltd. 公告取得JPM,BP及 AAPL之普通公司債1.證券名稱:JPM,BP及AAPL之普通公司債。",1
2017-02-10T06:19:00.000Z,（中央社記者張建中新竹2017年2月10日電）晶圓代工廠台積電 (2330) 1月業績持續滑落，合併營收新台幣766.16億元，為近6個月新低。,-1
2017-02-10T06:19:00.000Z,因第1季末IC設計業存貨週轉天數仍將高於傳統季節性水準，台積電預期，第2季供應鏈將展開存貨調整，將影響晶圓代工需求疲弱，第2季業績恐不會較第1季成長。,-2
2017-02-10T00:23:00.000Z,晶圓代工廠元月營收表現維持高檔，聯電 （2303） 受惠於廈門廠新產能開出，昨（9）日公告元月合併營收126.52億元，較去年同期成長5.4％優於預期。,4
2017-02-10T00:23:00.000Z,世界先進 （5347） 元月合併營收年減2.0％達19.71億元，主要是客戶進行庫存調整導致晶圓出貨量減少。,-2
2017-02-10T00:23:00.000Z,聯電先前法說會中預估第一季晶圓出貨僅季減1％，平均出貨價格季減3％，晶圓代工產能利用率維持在90％，法人預估第一季合併營收將季減5％以內，元月營收表現可說優於預期。,-2
