PublishDate,Sentence,Score
2017-06-05T02:42:00.000Z,IP服務與ASIC設計廠創意 (3443) 今(5)日除息，每股配發3.5元現金股息，若以3日收盤價106.5元計算，現金殖利率約3.28%，今早盤股價在市場買盤挹注下，最高一度達105.5元，上漲2.5元，填息率逾7成。,4
2017-06-05T02:42:00.000Z,  今年剛結束的台北國際電腦展(Computex)最熱門的領域焦點為人工智慧(AI)，有台積電 (2330) 先進製程奧援的創意可望受惠不少，除了在業務上將聚焦AI之外，還全力搶攻高速運算電腦(HPC)和雲端儲存領域。,5
2017-06-05T02:42:00.000Z,  創意因持續投入先進製程開發，目前高階製程(65、40、28及16奈米)營收佔比已達78%，市場傳出創意已獲國際網路大廠人工智慧ASIC大單，且陸續獲得系統大廠的人工智慧晶片委託設計(NRE)案，可望進一步推升今年營收和獲利表現。,8
2017-06-05T02:42:00.000Z,  創意強攻人工智慧及比特幣等特殊應用晶片(ASIC)市場有成，先前創意總經理陳超乾於股東會中表示，已經很明顯感受到半導體市場有愈來愈好的跡象，尤其人工智慧和機器學習的應用需求明顯轉強，看好第2季表現將優於第1季，也預期今年營收及獲利將同步成長。,9
2017-06-06T06:58:00.000Z,矽智財廠創意 (3443) 5月營收報佳音，利多助攻下，今亮燈漲停達113.5元，創波段新高，順利在2日內就完成填息。,7
2017-06-06T06:18:00.000Z,國際股市偏空，台股今日早盤跟隨開低13.67點，以10213.17點開出，隨後在台積電 (2330) 、鴻海 (2317) 、大立光 (3008) 三大指標股皆墨，金融類股亦疲弱不振的情勢下，大盤陷入低檔震盪，所幸面板雙虎強撐，加上可成 (2474) 、旺宏 (2337) 、創意 (3443) 、大同 (2371) 等攜手大漲力抗空頭，多空於10200城門前展開對峙，終場大盤指數下跌20.66點，以10206.18點作收，成交值續縮至858.82億元；店頭市場下跌0.17點，以138.08點作收，成交值縮至292.61億元。,-8
2017-06-06T06:18:00.000Z,創意 (3443) 受惠比特幣相關ASIC業績挹注，5月營收月增近四成，超乎市場預期，今日爆出7706張大量、收在漲停價113.5元，創意配息3.5元，昨為除息首日，今即完成填息，表現精采。,6
2017-06-07T06:57:00.000Z,早盤台積電 (2330) 創新高帶動台股向上，友達 (2409) 、群創 (3481) 穩定上漲，創意 (3443) 漲停持續領軍IC設計股攻高；玉晶光 (3406) 亦帶領光學元件股上攻。,10
2017-06-07T06:57:00.000Z,創意 (3443) 5月營收報佳音，不但股價完成填息，多方趁勝追擊，今日再度漲停，創2012年4月以來高價。,1
2017-06-07T06:09:00.000Z,雖美股陷入整理，但台積電在周四股東會前，外資持續買超，力挺股價再創新高，今早達212.5元；加上友達 (2409) 、群創 (3481) 穩定上漲，以及創意 (3443) 持續領軍IC設計股向上；早盤電子股領軍，金融股指數亦翻紅，激勵台股早盤再創新高。,11
